,title,brand,weight,price,product_rating,bought_last_month,num_reviews,description,product_upc,honey_seller_rank,food_rank,asin
52,"        Sue Bee Pure Premium Honey From USA Beekeepers, 80 oz, Pack of 3       ",Sue Bee,240.0 Ounce,87.49,4.6 out of 5 stars, 50+ bought in past month ,"1,338 ratings",,,  #68 in Honey ,"  Best Sellers Rank:  #10,299 in Grocery & Gourmet Food (See Top 100 in Grocery & Gourmet Food)   #68 in Honey  ",B09SQDJVVH
53,"        Sue Bee Naturally Flavored Vanilla Honey For Coffee and Pancakes, Salads, Made in USA, 16 oz       ",Sue Bee,16.0 Fluid Ounces,13.49,4.5 out of 5 stars, 100+ bought in past month ,688 ratings,,018700000725,  #104 in Honey ,"  Best Sellers Rank:  #14,688 in Grocery & Gourmet Food (See Top 100 in Grocery & Gourmet Food)   #104 in Honey  ",B08KW4LXTC
54,"        Mike's Hot Honey, America's #1 Brand of Hot Honey, Spicy Honey Infused with Chili Peppers, Certified Kosher, Gluten-Free, Paleo-Friendly, Sweet Heat, Perfect for Hot Sauce Lovers (10oz Bottle, 1 Pack)       ",Mike's Hot Honey,10.0 Ounce,13.49,4.6 out of 5 stars, 10K+ bought in past month ,"42,061 ratings",,860012002351,  #2 in Hot Sauce ,  Best Sellers Rank:  #546 in Grocery & Gourmet Food (See Top 100 in Grocery & Gourmet Food)   #2 in Hot Sauce  ,B085B1YZ8Q
55,"        Rigoni di Asiago Acacia Honey, Pure Honey, 10.58 oz (Pack of 6)       ",Rigoni di Asiago,63.48 Ounce,54.74,4.4 out of 5 stars,,448 ratings," 
 Mielbio organic honey is collected from selected Italian beehives. A natural food par excellence, honey requires careful processing to maintain its toning, vitalizing and soothing properties. Defined as “raw” honey because it is cold-processed (patented by Rigoni di Asiago) it is rich in vitamins, minerals, enzymes and organic acids. Rigoni di Asiago has always prioritized innovation to achieve the healthiest and tastiest products that are both good for you and respect nature. The Rigoni family lives in the Altopiano di Asiago, a mountain plateau in North Italy famous for its sunny climate, meadows and woodlands. Rigoni di Asiago products embrace a love of good food, authentic taste and quality. Each product is the result of scrupulous work that complies with the highest standards.  ",,  #198 in Honey ,"  Best Sellers Rank:  #27,861 in Grocery & Gourmet Food (See Top 100 in Grocery & Gourmet Food)   #198 in Honey  ",B005X2TACY
56,"        Mike’s Hot Honey, 12 oz Squeeze Bottle (1 Pack), Honey with a Kick, Sweetness & Heat, 100% Pure Honey, Shelf-Stable, Gluten-Free & Paleo       ",Mike's Hot Honey,12.0 Ounce,11.99,4.6 out of 5 stars, 3K+ bought in past month ,"14,033 ratings",,767563619840 865372000009 711717792347,"  #1,224 in Hot Sauce ","  Best Sellers Rank:  #87,221 in Grocery & Gourmet Food (See Top 100 in Grocery & Gourmet Food)   #1,224 in Hot Sauce  ",B011LWRBES
57,"        Florida Raw Apiaries | Raw and Unfiltered Wildflower Honey with Comb, 16 Ounce       ",Buzzn Bee,16.0 Ounce,21.99,4.5 out of 5 stars, 50+ bought in past month ,574 ratings," 
 From Florida Raw Apiaries, raw and unfiltered wildflower honey with the comb is a delicious and natural sweetener. The honey is extracted directly from the hive and is left unprocessed, unpasteurized, and unfiltered, ensuring that it retains all of its beneficial enzymes, vitamins, minerals, and antioxidants. Florida Raw Wildflower honey in a 1lb jar makes a perfect gift for yourself and others.  ",764852006169,  #704 in Honey ,"  Best Sellers Rank:  #106,830 in Grocery & Gourmet Food (See Top 100 in Grocery & Gourmet Food)   #704 in Honey  ",B07DRJ3Y9C
58,"        MANUKA DOCTOR - MGO 80+ SQUEEZY Manuka Honey Multifloral, 100% Pure New Zealand Honey. Certified. Guaranteed. RAW. Non-GMO (10.58 oz)       ",Manuka Doctor,10.58 Ounce,19.99,4.6 out of 5 stars, 1K+ bought in past month ,837 ratings,,810057720918,  #33 in Honey ,"  Best Sellers Rank:  #5,468 in Grocery & Gourmet Food (See Top 100 in Grocery & Gourmet Food)   #33 in Honey  ",B0BCH8HXZH
59,"        Wedderspoon Raw Manuka Honey, Unpasteurized, Genuine New Zealand Honey, Multi-Functional, Non-GMO Superfood, Convenient Squeeze Bottle, KFactor 16, 12 Ounce       ",Wedderspoon,12.0 Ounce,29.25,4.5 out of 5 stars, 1K+ bought in past month ,884 ratings," 
 A golden superfood, straight from New Zealand, Manuka Honey is one of nature’s most complex creations. Manuka honey is made exclusively by bees who consume the nectar of Manuka blossoms, a plant whose properties are what make Manuka honey so special. Wedderspoon believes that Mother Nature knows best, which is why we don’t process, age, heat, or manipulate our KFactor honey. We allow our bees to roam freely through remote terrain on New Zealand's South Island and feast on wild Manuka blossoms, then we cream our honey fresh so it tastes like Manuka should. The result is Manuka honey brimming with a unique and creamy taste and full of living enzymes and antioxidants to empower your daily wellness.  ",814422022584 814422024281 719243418144,  #78 in Honey ,"  Best Sellers Rank:  #11,909 in Grocery & Gourmet Food (See Top 100 in Grocery & Gourmet Food)   #78 in Honey  ",B07DGGY97G
60,"        Local Hive Wildflower & Clover Raw Unfiltered Honey – 12oz (Pack of 2), 100% Pure US Honey, Sourced from American Bees and Beekeepers, Natural Sweetener, Ideal for Tea, Baking, and Cooking       ",Local Hive Honey,12.0 Ounce,19.99,4.7 out of 5 stars,,"2,230 ratings",,075002120179,  #48 in Honey ,"  Best Sellers Rank:  #7,762 in Grocery & Gourmet Food (See Top 100 in Grocery & Gourmet Food)   #48 in Honey  ",B0DD8KP1F3
61,"        Louisa's Bosco Honey | Award-Winning Italian Raw & Pure Honey | TA 20+ (MGO 829+) | 100% Traceable | Sustainably Sourced | GMO, Gluten & Allergen Free | 350g       ",Louisa's Honey The real nectar of Italy,12.3459 Ounce,39.99,4.4 out of 5 stars,,2 ratings," 
 Louisa's Bosco Honey, Pure, Natural, Raw & Not infused Premium Italian Honey  ",,"  #1,884 in Honey ","  Best Sellers Rank:  #277,616 in Grocery & Gourmet Food (See Top 100 in Grocery & Gourmet Food)   #1,884 in Honey  ",B0B35CZSG3
62,"        Kirkland Signature Kirkland Signature Raw Unfiltered USA Honey (48 OZ/ 3 LBS), 48 oz(Pack of 1)       ",KIRKLAND,48.0 Ounce,22.99,4.4 out of 5 stars, 50+ bought in past month ,324 ratings," 
 Kirkland Signature Raw USA honey (48 oz/ 3 lbs)  ",096619222698,  #439 in Honey ,"  Best Sellers Rank:  #68,159 in Grocery & Gourmet Food (See Top 100 in Grocery & Gourmet Food)   #439 in Honey  ",B07PBSMWXF
63,"        Stroope Farms Wildflower Honey, 8 FZ       ",Stroope Farms,8 Ounce,5.79,4.6 out of 5 stars, 50+ bought in past month ,121 ratings," 
 Baking  ",892664001031,,,B07PND1DZ5
64,"        GUENTHER APIARY Local Arkansas Honey, 22 OZ       ",Guenther Apiary,22.0 Ounce,11.51,4.9 out of 5 stars,,29 ratings," 
 Baking  ",860002337012,"  #1,537 in Honey ","  Best Sellers Rank:  #223,635 in Grocery & Gourmet Food (See Top 100 in Grocery & Gourmet Food)   #1,537 in Honey  ",B089LDQ9JT
65,"        P.R.I Manuka Honey, Certified MGO 200+, Raw New Zealand Manuka Honey, 250g Jar       ",P.R.I,8.8 Ounce,22.49,4.6 out of 5 stars,,682 ratings,,733726805016,  #210 in Honey ,"  Best Sellers Rank:  #29,539 in Grocery & Gourmet Food (See Top 100 in Grocery & Gourmet Food)   #210 in Honey  ",B0D6HCQ5JQ
66,"        Local Hive Florida Raw Unfiltered Honey – 32 oz, 100% Pure US Honey, Sourced from American Bees and Beekeepers - Natural Sweetener, Ideal for Tea, Baking, and Cooking       ",Local Hive Honey,32.0 Ounce,12.50,4.6 out of 5 stars,,27 ratings,,075002200321,"  #1,144 in Honey ","  Best Sellers Rank:  #167,757 in Grocery & Gourmet Food (See Top 100 in Grocery & Gourmet Food)   #1,144 in Honey  ",B0BG6QVSYZ
67,"        Honey Acres' Raw Unfiltered Honey Straws - USA Honey Sticks (Clover, 50 Count)       ",Honey Acres,50.0 Count,10.99,4.6 out of 5 stars, 2K+ bought in past month ,"4,686 ratings",,041652100502,  #32 in Honey ,"  Best Sellers Rank:  #5,435 in Grocery & Gourmet Food (See Top 100 in Grocery & Gourmet Food)   #32 in Honey  ",B08C364BZP
68,"        Dutch Gold Honey Orange Blossom, 16 oz       ",Dutch Gold,16.0 Ounce,11.98,4.5 out of 5 stars, 100+ bought in past month ,682 ratings," 
 Its quest for the most advanced cultural, aesthetic, design and functional quality into mass production. Our raw materials are from the earth itself. We seek to use ingredients that are plant derived, GMO-free, organically certified when possible, and sourced from domestic suppliers to keep jobs in our local communities.  ",073138206101,  #207 in Honey ,"  Best Sellers Rank:  #29,230 in Grocery & Gourmet Food (See Top 100 in Grocery & Gourmet Food)   #207 in Honey  ",B00032H2V0
69,"        HUMMER & SON Pure Louisiana Raw & Unfiltered Honey, 16 OZ       ",Hummer & Son,16.0 Ounce,7.97,4.9 out of 5 stars,,15 ratings," 
 Honey Lousiana Raw Unfiltered  ",604530080527,"  #2,918 in Honey ","  Best Sellers Rank:  #433,486 in Grocery & Gourmet Food (See Top 100 in Grocery & Gourmet Food)   #2,918 in Honey  ",B006HW2YAE
70,"        BERNARDS APIARIES Acadiana Honey, 8 FZ       ",Intotal,8.00 Fluid Ounces,9.99,4.4 out of 5 stars,,65 ratings," 
 Bernard's Acadiana Honey is all natural and Kosher approved.  ",768172615087,"  #2,513 in Honey ","  Best Sellers Rank:  #369,065 in Grocery & Gourmet Food (See Top 100 in Grocery & Gourmet Food)   #2,513 in Honey  ",B00K340SQ4
71,"        GloryBee 100 Piece Honey Stix Bag, Clover Blossom, 1.20 Pound       ",GloryBee,20.0 Ounce,17.99,4.6 out of 5 stars, 1K+ bought in past month ,"1,008 ratings"," 
 The sweet, delicate flavor of classic clover blossom honey packaged in a convenient, easy-to-use, BPA-free plastic straw. Containing approximately one teaspoon of pure honey, GloryBee Clover Blossom HoneyStix are the perfect on-the-go treat. Enjoy them as a quick pick-me-up snack, take along to sweeten your coffee and tea, or give to kids as a natural alternative to candy. 1% of sales from these HoneyStix goes towards SAVE the BEE which supports honey bee health research.  ",030042920004,  #43 in Honey ,"  Best Sellers Rank:  #6,783 in Grocery & Gourmet Food (See Top 100 in Grocery & Gourmet Food)   #43 in Honey  ",B00S98CKVW
72,"        GUENTHER APIARY Arkansas Honey, 12 OZ       ",Guenther Apiary,12.0 Ounce,35.00,4.6 out of 5 stars,,28 ratings," 
 Baking  ",860002337005,"  #2,167 in Honey ","  Best Sellers Rank:  #320,001 in Grocery & Gourmet Food (See Top 100 in Grocery & Gourmet Food)   #2,167 in Honey  ",B081R121R7
73,"        Honey Feast Tupelo Honey - Authentic Florida Honey from Black Gum Tupelo & Holly Blend, Pure Raw Honey, 12oz - American Honey from Central Florida Apiary       ",Honey Feast,12.00 Fluid Ounces,9.99,4.3 out of 5 stars, 100+ bought in past month ,"1,237 ratings"," 
 Introducing Honey Feast's Tupelo Honey, a pure and authentic Florida honey made from the Black Gum Tupelo tree and Holly blend. Our bees produce this delicious honey during the nectar flow, capturing the essence of these unique trees for a distinct flavor you won't find anywhere else.As a small family apiary in Central Florida, we pride ourselves on creating American honey that is raw, unfiltered, and unheated. This natural honey is perfect for adding a touch of sweetness to your tea, toast, or favorite recipes.Our Tupelo Honey comes in a 12oz glass honey jar, making it a beautiful and thoughtful gift for friends, family, and foodies alike. Whether you're looking for a company gift, cooking gift set, or unique gift for him, our Honey Feast Tupelo Honey is sure to impress with its exceptional quality and taste.Choose Honey Feast for a true taste of Florida, and experience the delightful flavor of our Tupelo Honey today. 🍯  ",857598008358,  #47 in Honey ,"  Best Sellers Rank:  #7,660 in Grocery & Gourmet Food (See Top 100 in Grocery & Gourmet Food)   #47 in Honey  ",B086RM9VMC
74,"        Heavenly Organics 100% Organic Raw Honey 1Pack - Size 16Oz Squeeze Strained to Preserve Pollen , Vitamins, Minerals and Enzymes; Made from Wild Beehives & Free Range Bees form foothill of Himalyas , Fair traded , Kosher, Chemical , Antibiotic and Glyphosate free       ",Heavenly Organics,16.0 Ounce,8.95,4.7 out of 5 stars, 100+ bought in past month ,5 ratings,,897988116744,  #336 in Honey ,"  Best Sellers Rank:  #52,798 in Grocery & Gourmet Food (See Top 100 in Grocery & Gourmet Food)   #336 in Honey  ",B0CQNZHLTH
75,        Savannah Bee Company Whipped Honey - All Natural Spreadable Honey       ,Savannah Bee Company,3.0 Ounce,9.95,4.4 out of 5 stars, 100+ bought in past month ,"1,108 ratings",,,  #51 in Honey ,"  Best Sellers Rank:  #8,023 in Grocery & Gourmet Food (See Top 100 in Grocery & Gourmet Food)   #51 in Honey  ",B07DFQTDNP
76,"        Bee Harmony Raw Honey, Organic Brazilian, 12 Ounce       ",Bee Harmony,12.0 Ounce,11.49,4.5 out of 5 stars, 300+ bought in past month ,714 ratings,,073299120230,"  #2,163 in Honey ","  Best Sellers Rank:  #319,502 in Grocery & Gourmet Food (See Top 100 in Grocery & Gourmet Food)   #2,163 in Honey  ",B075Y2KCV4
77,        Kirkland Signature Premium Wildflower Honey 5 Lbs 100% Pure       ,KIRKLAND,80 Fluid Ounces,24.00,4.6 out of 5 stars,,413 ratings," 
 Kosher US Grade A True Source Certified Product of Argentina  ",096619183067,  #619 in Honey ,"  Best Sellers Rank:  #94,265 in Grocery & Gourmet Food (See Top 100 in Grocery & Gourmet Food)   #619 in Honey  ",B081MVF5TY
78,"        McCoy's Honey - 100% Pure, Raw Honey - Orange Blossom Honey Jar 16oz       ",McCoy's Honey,16.0 Ounce,16.99,4.4 out of 5 stars,,517 ratings," 
 Orange Blossom Honey is the perfect blend of sweet & citrusy flavor  ",678267160012,  #352 in Honey ,"  Best Sellers Rank:  #55,425 in Grocery & Gourmet Food (See Top 100 in Grocery & Gourmet Food)   #352 in Honey  ",B07HHDTBBH
79,"        Raw, Unfiltered, Unpasteurized Texas Honey by Desert Creek Honey 1lb (16oz) Non-GMO, Kosher       ",Desert Creek Honey,16.0 Ounce,11.99,4.7 out of 5 stars, 50+ bought in past month ,"3,938 ratings",,853550002075,  #91 in Honey ,"  Best Sellers Rank:  #13,671 in Grocery & Gourmet Food (See Top 100 in Grocery & Gourmet Food)   #91 in Honey  ",B00BJ7TKYU
80,"        BERNARDS APIARIES Acadiana Honey, 24 FZ       ",,24.00 Fluid Ounces,14.38,4.7 out of 5 stars,,88 ratings," 
 Honey Acadiana  ",768172615247,"  #2,027 in Honey ","  Best Sellers Rank:  #299,836 in Grocery & Gourmet Food (See Top 100 in Grocery & Gourmet Food)   #2,027 in Honey  ",B07FYKLKHM
81,"        Altay Raw Meadow Honey - 100% Pure, Unfiltered, Unpasteurized, Ethically Sourced - Glass Jar, 908g / 35.2oz       ",Altay Meadows,35.2 Fluid Ounces,24.99,4.5 out of 5 stars,,590 ratings,,609728700232,  #195 in Honey ,"  Best Sellers Rank:  #27,455 in Grocery & Gourmet Food (See Top 100 in Grocery & Gourmet Food)   #195 in Honey  ",B07YF2SZQY
82,        Raw Coastal Wildflower Honey - Unprocessed & Unheated Honey - 16 oz Glass Jar by Honey Pacifica       ,Honey Pacifica,16.0 Ounce,14.78,4.5 out of 5 stars, 300+ bought in past month ,163 ratings," 
 Our Cold Packed Coastal California is produced from a variety of coastal blossoms in Southern California. The nectars of the Southern California Wildflower blooms produces a rich, more granulated, amber honey than our White Cold Packed Creamy Wildflower Honey. We also recommend this honey to Southern California residents with allergy problems. The trace amounts of pollen inside the honey can help with allergies for users living near those floral sources. Cold Packed honey is 100% raw, unheated, unfiltered and packed in glass.  ",,  #313 in Honey ,"  Best Sellers Rank:  #49,280 in Grocery & Gourmet Food (See Top 100 in Grocery & Gourmet Food)   #313 in Honey  ",B004XEOQ2M
83,"        Local Hive 100% Pure Unfiltered Raw Honey from New England – Natural, Sweet, Local Honey, 16oz, Ideal for Baking, Tea, and Cooking – Rich in Flavor, Health Benefits       ",Local Hive Honey,32.0 Ounce,11.51,4.7 out of 5 stars,,178 ratings," 
 After three generations of beekeeping, packing, and producing, rice's lucky clover honey is still a small family business. From the beginning, all the honey produced was run through cheesecloth, instead of a pressure filter, to help retain the natural pollen and enzymes. Our priority is still to produce an excellent quality honey. Rice’s honey is still run through cheesecloth and never overheated. Nothing is added. Its 100% pure honey, continuing the original goal of retaining a natural product and leaving in the pollen and enzymes.  ",075002616160,"  #1,155 in Honey ","  Best Sellers Rank:  #169,119 in Grocery & Gourmet Food (See Top 100 in Grocery & Gourmet Food)   #1,155 in Honey  ",B01BNVYKVE
84,"        Savannah Bee Company Pure Raw Acacia Honeycomb - All Natural, Edible and Unfiltered Honeycomb - Mini 5.6 Ounce       ",Savannah Bee Company,5.6 Ounce,14.96,4.4 out of 5 stars, 600+ bought in past month ,"1,247 ratings",,852947006405,  #117 in Honey ,"  Best Sellers Rank:  #16,047 in Grocery & Gourmet Food (See Top 100 in Grocery & Gourmet Food)   #117 in Honey  ",B01MS41TC8
